"Kategori","Sub Kategori","Nama_Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000004","110111003500000000000020231320601020450000004","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000005","110111003500000000000020231320601020450000005","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000006","110111003500000000000020231320601020450000006","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000007","110111003500000000000020231320601020450000007","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","1102001135000000000000020111320601020450000001","1102001135000000000000020111320601020450000001","Tripod Camera","    ","","Merk: EXXEL ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","399,727.00","399,727.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA/ PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020131320601020610000001","1101001135000000000000020131320601020610000001","Lensa Kamera","    ","","Merk: Canon / EF-S (wide Angel Full Frame) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,716,000.00","7,716,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020131320601020610000002","1101001135000000000000020131320601020610000002","Lensa Kamera","    ","","Merk: Canon / EF - Lensa Zoom ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","8,910,000.00","8,910,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020131320601020610000004","1101001135000000000000020131320601020610000004","Lensa Kamera","    ","","Merk: Canon / EF (Lensa Zoom) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","11,294,000.00","11,294,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020131320601020610000005","1101001135000000000000020131320601020610000005","Lensa Kamera","    ","","Merk: Canon / EF (Lensa Zoom) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","11,294,000.00","11,294,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020211320601020610000001","1101001135000000000000020211320601020610000001","Lensa Kamera","    ","","Merk: Tamron For Canon 17-35f/2.8-4 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,317,000.00","14,317,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000000000020211320601020610000002","1101001135000000000000020211320601020610000002","Lensa Kamera","    ","","Merk: Sony Vario Tessar FE 16-35mm f4 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,983,000.00","14,983,000.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Lensa Kamera","1101001135000000059899020131320601020610000001","1101001135000000059899020131320601020610000001","Lensa Kamera","    ","","Merk: Canon / EF (Lensa Zoom) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","11,294,000.00","11,294,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Mixer PVC","1101001135000000000000020131320601020740000001","1101001135000000000000020131320601020740000001","Mixer PVC","    ","","Merk: Proel / M6 (Mini Mixer) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,600,000.00","3,600,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Mixer PVC","110111003500000000000020231320601020740000001","110111003500000000000020231320601020740000001","Mixer PVC","Digital Mixer with USB interface 24-bit 8 Computer Connectivity  ","","Merk: TASCAM Mixcast 4 Audio Mixer Tipe: Mixcast 4 Audio Mixer","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","11,282,000.00","11,282,000.00","Pengadaan APBD","8/3/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Layar Film/Projector","1101001135000000000000020171320601021050000001","1101001135000000000000020171320601021050000001","Layar Film/Projector","    ","","Merk: Panasonic / PT-LB332 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","9,866,000.00","9,866,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Head Set","1101001135000000000000020221320601021160000001","1101001135000000000000020221320601021160000001","Head Set","    ","","Merk: Headphone (Rode NT-100) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,191,250.00","3,191,250.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Head Set","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Head Set","1101001135000000000000020221320601021160000002","1101001135000000000000020221320601021160000002","Head Set","    ","","Merk: Headphone (Rode NT-100) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,191,250.00","3,191,250.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Head Set","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Head Set","1101001135000000000000020221320601021160000003","1101001135000000000000020221320601021160000003","Head Set","    ","","Merk: Headphone (Rode NT-100) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,191,250.00","3,191,250.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Head Set","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Head Set","1101001135000000000000020221320601021160000004","1101001135000000000000020221320601021160000004","Head Set","    ","","Merk: Headphone (Rode NT-100) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,191,250.00","3,191,250.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Head Set","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020091320601021260000001","1101001135000000000000020091320601021260000001","Camera Digital","    ","","Merk: Sony - pocket / Cyber-shot DSC-T7 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,700,000.00","3,700,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital Pocket","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020091320601021260000002","1101001135000000000000020091320601021260000002","Camera Digital","    ","","Merk: Nikon - SLR / D3000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,300,000.00","10,300,000.00","Pengadaan APBD","12/31/2009","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital SLR","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020101320601021260000001","1101001135000000000000020101320601021260000001","Camera Digital","    ","","Merk: Canon / EOS 550D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,000,000.00","10,000,000.00","Pengadaan APBD","12/31/2010","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital SLR","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020111320601021260000001","1101001135000000000000020111320601021260000001","Camera Digital","    ","","Merk: Canon - Pocket / FX-230 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,623,750.00","3,623,750.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020111320601021260000002","1101001135000000000000020111320601021260000002","Camera Digital","    ","","Merk: Canon - Pocket / FX-230 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,623,750.00","3,623,750.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020111320601021260000003","1101001135000000000000020111320601021260000003","Camera Digital","    ","","Merk: Canon - Pocket / FX-230 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,623,750.00","3,623,750.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020111320601021260000004","1101001135000000000000020111320601021260000004","Camera Digital","    ","","Merk: Canon - Pocket / FX-230 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,623,750.00","3,623,750.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020111320601021260000005","1101001135000000000000020111320601021260000005","Camera Digital","    ","","Merk: Canon / EOS 500D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,290,000.00","10,290,000.00","Pengadaan APBD","12/31/2011","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital SLR PADA P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020121320601021260000001","1101001135000000000000020121320601021260000001","Camera Digital","    ","","Merk: Nikon / D3000 - SLR ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","4,750,000.00","4,750,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital SLR","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020121320601021260000002","1101001135000000000000020121320601021260000002","Camera Digital","    ","","Merk: Canon EOS 600D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,750,000.00","7,750,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Camera Digital SLR","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020131320601021260000001","1101001135000000000000020131320601021260000001","Camera Digital","    ","","Merk: Canon / Lampu Blitz ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","3,850,000.00","3,850,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020131320601021260000002","1101001135000000000000020131320601021260000002","Camera Digital","    ","","Merk: Canon / 600 D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","11,900,000.00","11,900,000.00","Pengadaan APBD","12/31/2013","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020141320601021260000001","1101001135000000000000020141320601021260000001","Camera Digital","    ","","Merk: Sony / Alpha A5000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,272,000.00","7,272,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Digital","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020141320601021260000002","1101001135000000000000020141320601021260000002","Camera Digital","    ","","Merk: Sony / Alpha A5000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,272,000.00","7,272,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Digital","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020141320601021260000003","1101001135000000000000020141320601021260000003","Camera Digital","    ","","Merk: Sony / Alpha A5000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,272,000.00","7,272,000.00","Pengadaan APBD","12/31/2014","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Digital","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020151320601021260000001","1101001135000000000000020151320601021260000001","Camera Digital","    ","","Merk: Canon Eos 750D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,925,000.00","14,925,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020151320601021260000002","1101001135000000000000020151320601021260000002","Camera Digital","    ","","Merk: Canon Eos 750D ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,925,000.00","14,925,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000001","1101001135000000000000020171320601021260000001","Camera Digital","    ","","Merk: Go pro 5 Black ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,260,000.00","7,260,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000002","1101001135000000000000020171320601021260000002","Camera Digital","    ","","Merk: Go pro 5 Black ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","7,260,000.00","7,260,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","P2K","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000003","1101001135000000000000020171320601021260000003","Camera Digital","    ","","Merk: Sony / a5100 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,615,000.00","10,615,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000004","1101001135000000000000020171320601021260000004","Camera Digital","    ","","Merk: Sony / a5100 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,615,000.00","10,615,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000005","1101001135000000000000020171320601021260000005","Camera Digital","    ","","Merk: Sony / a5100 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,615,000.00","10,615,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000006","1101001135000000000000020171320601021260000006","Camera Digital","    ","","Merk: Sony / a5100 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,615,000.00","10,615,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000007","1101001135000000000000020171320601021260000007","Camera Digital","    ","","Merk: Sony / Alpha a6000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,430,000.00","12,430,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Mirrorless Digital","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020171320601021260000008","1101001135000000000000020171320601021260000008","Camera Digital","    ","","Merk: Sony / Alpha a6000 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,430,000.00","12,430,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Mirrorrless digital","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020181320601021260000001","1101001135000000000000020181320601021260000001","Camera Digital","    ","","Merk: Canon EOS 800 Kit I ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,455,000.00","15,455,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera DSLR","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020191320601021260000001","1101001135000000000000020191320601021260000001","Camera Digital","    ","","Merk: Canon EOS M100 With Double Lens ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,175,000.00","10,175,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Mirroless Double Lens","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020191320601021260000002","1101001135000000000000020191320601021260000002","Camera Digital","    ","","Merk: Canon EOS M100 With Double Lens ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,175,000.00","10,175,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Mirroless Double Lens","","","","","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Camera Digital","1101001135000000000000020191320601021260000003","1101001135000000000000020191320601021260000003","Camera Digital","    ","","Merk: CANON EOS M50 Kit Lens 15-45mm ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","10,245,000.00","10,245,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kamera Mirroless","","","","","","","",""
